"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,22239.895377,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,23362.992018,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,24311.403865,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,26104.47938,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,27506.028115,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,28528.156107,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,28146.379251,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,29038.69886,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,30504.058785,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,32435.702918,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,34092.919573,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,35102.870428,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,34719.504985,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,35936.041871,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,37447.949542,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,37684.198067,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,39528.473643,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,40144.059485,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,40840.848298,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,42853.539364,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,44651.364447,,
"FRA","France","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,46242.462474,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,4037.81746,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,4339.886268,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,4699.989984,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,5178.53502,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,5693.117156,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,6190.046561,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,6885.611024,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,7572.933329,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,8358.332641,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,9424.816082,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,10394.453044,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,11421.437699,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,12091.995289,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,12797.992891,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,13682.362121,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,14476.750823,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,15101.82087,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,15686.544669,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,16756.333277,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,17962.522548,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,19444.399321,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,20967.924786,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,21716.151333,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,21891.666055,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,22838.607473,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,23628.490851,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,24167.865344,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,24722.55224,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,25531.673322,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,26510.228696,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,27461.253515,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,28670.656532,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,29504.289241,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,30236.403891,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,31712.917409,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,32236.740986,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,34624.968884,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,36820.153244,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,38432.448211,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,37501.127561,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,39703.558089,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,42541.513126,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,43359.541048,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,44993.667838,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,47011.280402,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,47683.547301,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,50564.049276,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,53011.742456,,
"DEU","Germany","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,54456.78393,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,3093.299595,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,3489.89184,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,3984.486659,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,4522.586164,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,4595.18551,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,5290.923109,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,5885.846366,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,6337.952453,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,7181.167032,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,7932.969951,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,8622.373972,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,9209.445991,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,9607.388774,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,9818.818274,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,10326.254553,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,10878.3355,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,11118.004258,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,11097.674971,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,11938.82683,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,12810.702939,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,13197.289979,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,13948.465657,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,14261.811509,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,14287.336316,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,14817.051927,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,15404.290939,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,16120.969408,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,17150.058529,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,18033.366289,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,18464.726454,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,19523.526198,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,20963.724019,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,22615.957432,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,23870.449221,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,25437.33352,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,25577.445439,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,28514.629397,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,29289.735538,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,30855.93577,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,30388.352091,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,28169.377082,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,26141.091032,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,25284.405779,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,26097.797513,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,26838.582268,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,26902.327611,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,27823.31489,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,29088.947931,,
"GRC","Greece","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,30369.407535,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,8332.053924,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,8278.409444,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,8450.281135,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,8913.662499,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,9175.348169,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,9335.545237,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,9821.531014,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,10397.90561,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,10873.247873,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,11857.619652,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,13213.573808,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,14526.388251,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,15464.411318,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,16228.993981,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,17073.551434,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,18339.618006,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,19044.418732,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,20696.728563,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,20693.725073,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,21586.036072,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,22894.347639,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,23148.127881,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,24498.179081,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,25604.98829,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,26668.040851,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,27699.630855,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,29529.309338,,
"HUN","Hungary","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,31578.759896,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,3855.54837,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,4535.937834,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,4947.918289,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,5493.17681,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,6242.151827,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,6779.184611,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,7506.147193,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,8609.791591,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,9692.771494,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,10901.733341,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,12436.837584,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,14031.771684,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,15011.94417,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,15068.328264,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,16089.812859,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,17009.911642,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,18303.633912,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,20131.20726,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,20495.724033,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,21112.548567,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,21981.393551,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,22394.711686,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,21866.282272,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,22447.95419,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,23556.199484,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,23952.648467,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,24773.168464,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,26926.825766,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,28714.033966,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,29542.467172,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,29718.096728,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,31760.755875,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,32515.315716,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,32644.78327,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,35544.215311,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,37338.140588,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,39020.819586,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,41179.173089,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,43049.003444,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,41844.995614,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,39611.702516,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,40769.025078,,
